,genre,body_text_clean
8137,Rap,ice princ fire zamani die tomorrow chai ye aii dont know mommi tell say watch snake watch python jargo tell say open soul peopl turn mic zamani boy kill anoth one kick louie vuitton badman around take word worth like ah dem quran charli make see space ati ball step make introduc sammi jo friend rapper take shot caus im kill im kpooyaka kpooyaka girl feel like us fam 2015 na im question peopl dey anticip go next one well afteral know say allah dem go rig elect upcom artist fit afford money session see dont fear anoth man cuz die today go die tomorrow make dem open yarn cuz cri today go lie tomorrow jehovah bless ramadan put top base na na na make dem open yarn put top game oh lord copi free naija lyric dot com lyric commerci use 1409617854061
8141,Rap,ice princ fire zamani person wey sabi ai ai ai sometim fli sometim fall sometim travel round world sometim dull raf nwane raf nwane person wey sabi person wey sabi person wey sabi person wey sabi na na na na na na na na na na na na yeeehh na na na na na na na na na na na na yeeehh shey na dey top nobodi context see bad e dey becom best pikin cri shey mama go born first start kiosk turn complex true life stori come j town that nigga dey stay lyric commerci use 1409617854061
8143,Rap,ice princ fire zamani na na na na na na na na na chopstix wadup babi gimm ai babi gimm babi gimm aii babi gimm got say ai ai ai babi gimm got say ai ai ai babi gimm yeah time wrong time bad time held hand felt like willow smith dad time shut see rain heavi everi time look sky feel like burden pain time call stupid like caus rhyme music see dont get lowest pont defin music im write song look kind im use liver weak heart asleep tell mind snooz im witti get guess time chosen time put hold felt like tri loosen time hit shit time ignor complet time heart crack bobbi whitney sometim sit wonder make mistak blunder realli wish last long anaconda lyric commerci use 1409617854061
8144,Rap,ice princ feat jeremiah gyang fire zamani knee long life prosper fellow citizen pleteau state gonna leav pleateu state better met gonna leav pleateu state better met gonna leav pleateu state better met everyday go knee pray say adagui go bless day everyday go knee pray say jehovah go come way everyday go knee pray say adagui go bless day everyday go knee pray say jehovah go come way ah understand ah come ah understand highli spiritu tudun wada guch biscuit brabisco gabutan kesu na disco danc time wen da cualipso jeremiah gyang dan wan sisqo biscuit brabisco gabutan kesu na disco lyric commerci use 1409617854061
8145,Rap,ice princ aboki aboki spend lot cash spend lot cash guy spend lot cash guy spend lot cash aboki side aboki side aboki side dont want see aboki side aboki side aboki side caus spend lot cash sp shagari guy el rufai guy dankambo guy lawal aroj guy ha dangot guy falila goje guy life rotat guy naira rotat ice princ one shangai call function guy parti abroad got wife abroad im place see assumpt guy need cali guy go safari houston guy girl love go shop dubai buy store kiss bye abj take guy girl wan date guy whip chase swiss lyric commerci use 1409617854061
8149,Rap,ice princ na na na na na na na na na chopstix wadup babi gimm ai babi gimm babi gimm aii babi gimm got say ai ai ai babi gimm got say ai ai ai babi gimm yeah time wrong time bad time held hand felt like willow smith dad time shut see rain heavi everi time look sky feel like burden pain time call stupid like caus rhyme music see dont get lowest pont defin music im write song look kind im use liver weak heart asleep tell mind snooz im witti get guess time chosen time put hold felt like tri loosen time hit shit time ignor complet time heart crack bobbi whitney sometim sit wonder make mistak blunder realli wish last long anaconda lyric commerci use 1409617854061
8150,Rap,ice princ everbodi love ice princ rememb intro see everyth cool see pave way asid crown rememb rememb modenin rememb elde rememb el rememb od rememb six foot rememb soul rememb rapper rememb ruggedman rug man adain baba j bone crusher man rememb freestyl could realli freestyl aint talk blackberri brother mean well rememb kb rememb eedri rememb homi alota critic rememb chic sasha bukki asha marvel benji badman rasta talk ice wizkid get chain price without blackfac snow lyric commerci use 1409617854061
8151,Rap,ice princ everbodi love ice princ juju juju badman hook everytim see de feel like say na juju de worri fit explain everyth de feel feel like mumu de worri somebodi pray caus everi littl thing everi littl thing tri somebodi pray badman envi way wan make cri somebodi pray caus everi littl thing everi littl thing tri somebodi pray badman envi way wan make cri vers 1 okay yeah fit chop food keep plate cant even ball caus hater tryna deflat whatev search mistak lyric commerci use 1409617854061
8153,Rap,ice princ feat j milla yung l everbodi love ice princ magician magicianso let like magician big bum kick like chines man drop bomb like pakistan bodi sing song like artist man make girl keep malic man wan put pen offic man fine perfect man star roll carpet man window wall tamper easi like mall rate higher r rude girl fit dull way stick na tattoo gonna end ill part two nobodi ama rap ama pare like r2bee deep like ocean bodi smooth like lotion say want piec potion babi girl wanna put emot girl hotter hell fire burn rais temper go let put pull order back let zoom like yamaha fine perfect man star roll carpet man say make brain pop champagn lyric commerci use 1409617854061
8157,Rap,ice princ feat brymo everbodi love ice princ oleku play olekufeat brymoooooh ice princ yeah ice princ ice princeimma bout explod brymo jess jag eeeh aaaah ice princ zamanioleku tell someth wey fit mi gbopo gbopo gbopo malotuu mo ni ni mo ni ni odeji modeji hope readi co oleku feel boy feel boy yeeaah okay im interest say im next thing even featur im impress peopl hate im flex lyric commerci use 1409617854061
8159,Rap,ice princ feat wizboyi everbodi love ice princ time feat wizboy jo boy wizboy hook wizboy time yesterday know time yesterday fit chop bell full today naija na de run show europ america de world baba god na hand eh ehh x4 okwa na wizboy ice princ de blow ala banko ice princ like play like play turn atom bomb gbooom like play like play girl feel song steadi rais caus steal line lyric commerci use 1409617854061
8162,Rap,ice princ feat morel everbodi love ice princ dat nia life dream day went tick like beat heart spend night wonder would feel wait would end tomorrow would start suddenli see light dark im come aliv feel reach heaven feel kiss sky mean touch forev lyric commerci use 1409617854061
8164,Rap,ice princ everbodi love ice princ rain drop even rain dont drop hood still got smile caus know good gon get like eh eh eh eh eh even rain dont drop hood still got smile caus know good gon get like eh eh eh eh eh even broke know alright ima still club ima parti night ima still boy talk last night ima still catch fun girl skype im tri getit right homi im tri see sun end night homi chees im tryna get bite homi im studio record night homi yeah see life swing like pendulum said life bitch found friend rule go straight tri bend em im tryna ball homi ferdinand get femi kuti blow trumpet caus nobodi better concept feel cool im watch snow blow see life go fast im make slow month told best work hard lyric commerci use 1409617854061
8166,Rap,ice princ everybodi love ice princ rememb intro see everyth cool see pave way asid crown rememb rememb modenin rememb elde rememb el rememb od rememb six foot rememb soul rememb rapper rememb ruggedman rug man adain baba j bone crusher man rememb freestyl could realli freestyl aint talk blackberri brother mean well rememb kb rememb eedri rememb homi alota critic rememb chic sasha bukki asha marvel benji badman rasta talk ice wizkid get chain price without blackfac snow lyric commerci use 1409617854061
8167,Rap,ice princ everybodi love ice princ juju juju badman hook everytim see de feel like say na juju de worri fit explain everyth de feel feel like mumu de worri somebodi pray caus everi littl thing everi littl thing tri somebodi pray badman envi way wan make cri somebodi pray caus everi littl thing everi littl thing tri somebodi pray badman envi way wan make cri vers 1 okay yeah fit chop food keep plate cant even ball caus hater tryna deflat whatev search mistak lyric commerci use 1409617854061
8172,Rap,ice princ everybodi love ice princ oleku feat brymo play olekufeat brymoooooh ice princ yeah ice princ ice princeimma bout explod brymo jess jag eeeh aaaah ice princ zamanioleku tell someth wey fit mi gbopo gbopo gbopo malotuu mo ni ni mo ni ni odeji modeji hope readi co oleku feel boy feel boy yeeaah okay im interest say im next thing even featur im impress peopl hate im flex lyric commerci use 1409617854061
