,explicit,body_text_clean,explicit text
6211,0,coldplay everi teardrop waterfal live glastonburi 2011 turn music got record shut world outsid light come mayb street alight mayb tree gone feel heart start beat favourit song kid danc kid night monday morn feel anoth life turn music im roll time heaven sight turn music got record underneath rubbl sing rebel song dont want see anoth gener drop lyric commerci use 1409617854061,no
6212,0,coldplay squar one your control anywher want go your control anyth want know futur discov space travel top first page end last day start way want somebodi listen say doesnt matter lyric commerci use 1409617854061,no
6213,0,coldplay speed sound long get start begin long decid know feel like go youv never tri youll never know long climb side mountain mine look look night planet move speed light climb tree everi chanc get chanc seiz long gonna stand head stuck sand ill start stop see thing right way lyric commerci use 1409617854061,no
6214,0,coldplay xy tri hard speak fight weak hand driven distract part plan someth broken tri fix tri repair way dive deep end lyric commerci use 1409617854061,no
6215,0,coldplay lie noth wrong noth right time reason rhyme decid dont want side dont want life got wrong poem song could put right got wrong make feel belong decid dont want side lyric commerci use 1409617854061,no
6216,0,coldplay fix tri best dont succeed get want need feel tire cant sleep stuck revers tear come stream face lose someth cant replac love someon goe wast could wors light guid home lyric commerci use 1409617854061,no
6217,0,coldplay cemeteri london night would go walk til break day morn sleep dark street go search see god way save night time weep weep sing lalalalalalalalaiy night london lay rode river lyric commerci use 1409617854061,no
6218,0,coldplay lost im lose doesnt mean im lost doesnt mean stop doesnt mean cross im hurt doesnt mean im hurt doesnt mean didnt get deserv better wors lyric commerci use 1409617854061,no
6219,0,coldplay 42 dead dead theyr live head sinc fell spell live well oh time short im sure must someth dead dead lyric commerci use 1409617854061,no
6220,0,coldplay lover japan lover keep road your runner race run soldier youv got soldier sometim even right wrong turn head see im keep head lyric commerci use 1409617854061,no
6221,0,coldplay ye start high hope back line back rope start alright night make fool us daylight die frustrat sing lord lead temptat easi turn sin stay gone youd youd say ye whether will anybodi guess god god know im tri best im tire loneli pick big toe held rooftop let go dizzili scream let window crawl ground youd youd say ye lyric commerci use 1409617854061,no
6222,0,coldplay viva la vida use rule world sea would rise gave word morn sleep alon sweep street use use roll dice feel fear enemi eye listen crowd would sing old king dead long live king one minut held key next wall close discov castl stand upon pillar salt pillar sand hear jerusalem bell ring roman calvari choir sing mirror sword shield lyric commerci use 1409617854061,no
6223,0,coldplay strawberri swing sit sit strawberri swing everi moment preciou sit talk strawberri swing everybodi fight wouldnt want wast thing cold cold water bring around feet wont touch ground cold cold water whatcha say perfect day perfect day lyric commerci use 1409617854061,no
6224,0,coldplay death friend winter got carri oh way rooftop let get marri summer hurri come patient dont worri come patient dont worri come patient dont worri dont worri lyric commerci use 1409617854061,no
6225,0,coldplay feat jon hopkin death friend winter got carri oh way rooftop let get marri summer hurri come patient dont worri come patient dont worri come patient dont worri dont worri lyric commerci use 1409617854061,no
6226,0,coldplay life technicolor ii there wild wind blow corner street everi night headlight glow there cold war come radio heard babi violent world oh love dont let go wont take streetlight glow lyric commerci use 1409617854061,no
6227,0,coldplay glass water scare lose time wrote letter friend mine heard could see futur insid glass water rippl rhyme ask see heaven mine way noth could better noth ever say see futur insid glass water riddl rhyme see heaven mine lyric commerci use 1409617854061,no
6228,0,coldplay raini day rain sky wore veil gold green night bride lone day time float rain sound foundat crumbl ground come pyramid tumbl time float away watch stay listen oh raini day come round sometim want slow separ lyric commerci use 1409617854061,no
6229,0,coldplay prospekt march poppyfield smoke rise hous peopl buri dead ask somebodi time time doesnt matter yet peopl talk without speak tri take get ask rememb lyric commerci use 1409617854061,no
6230,1,coldplay lost jayz im lose doesnt mean im lost doesnt mean ive stop doesnt mean im across im hurt doesnt mean im hurt doesnt mean didnt get deserv better wors got lost everi river tri cross everi door ever tri lock oh im wait til shine wear might big fish littl pond doesnt mean youv caus along may come lyric commerci use 1409617854061,yes
6231,0,coldplay lover japan osaka sun mix lover keep road your runner race run soldier youv got soldier sometim even right wrong turn head see im keep head lyric commerci use 1409617854061,no
6232,0,coldplay feet wont touch ground let go boy let go push boat highest cliff sea rock await boy rock await swoop sky catch lyric commerci use 1409617854061,no
6233,0,coldplay white shadow young boy tri listen wanna feel like littl white shadow blink miss part system ever feel like someth miss thing youll never understand littl white shadow sparkl glisten part system plan nois im wake space im take sound break mayb youll get want mayb youll stumbl upon everyth ever want lyric commerci use 1409617854061,no
6234,0,coldplay talk oh brother cant cant get ive tri hard reach caus dont know oh brother cant believ true im scare futur wanna talk oh wanna talk take pictur someth see futur climb ladder sun write song nobodi sung lyric commerci use 1409617854061,no
6235,0,coldplay messag song love love loveless shown goe dont alon heavi heart made stone hard see clearli dont dont im gonna take back lyric commerci use 1409617854061,no
6236,0,coldplay low see world black white colour light think youll never get right your wrong might sky could fall could fall part sea mean mean colour see ever want love never look hard enough never gonna give ever want live perfect symmetri noth us lyric commerci use 1409617854061,no
6237,0,coldplay hardest part hardest part let go take part hardest part strangest thing wait bell ring strangest start could feel go bittersweet could tast mouth silver line cloud oh wish could work lyric commerci use 1409617854061,no
6238,0,coldplay swallow sea cut tree brought back that made see go wrong put shelf kept blame blame could write song hundr mile long well that belong belong could write spread around get lost get found swallow sea put line hung dri lyric commerci use 1409617854061,no
6239,0,coldplay twist logic sunlight open eye see first time youll open tonight river run dri first time river run hundr year futur could comput look life earth dont fight wrong side say feel like lyric commerci use 1409617854061,no
6240,0,coldplay til kingdom come steal heart hold tongu feel time time come let unlock door ive never felt way wheel keep turn drummer begin drum dont know way im go dont know way ive come hold head insid hand need someon understand need someon someon hear ive wait year lyric commerci use 1409617854061,no
6241,0,coldplay thing dont understand tide control sea becom littl thing slip hand often peopl chang two remain thing dont alway turn plan thing dont understand yeah thing dont understand cant cant decid lyric commerci use 1409617854061,no
